Country Code;City;Location;Coordinates;Pollutant;Source Name;Unit;Value;Last Updated;Country Label
BR;Guarulhos;Guarulhos-Paço Municipal;-23.45553426, -46.5185334;PM10;Sao Paulo CETESB;µg/m³;41.0;2023-04-05T12:00:00-03:00;Brazil
BR;Paulínia-Sta Terezinha;Paulínia-Sta Terezinha;-22.780208950215425, -47.139036494729396;SO2;Sao Paulo CETESB;µg/m³;13.0;2023-04-05T12:00:00-03:00;Brazil
BR;São Paulo;Cid.Universitária-USP-Ipen;-23.56634178, -46.73741428;NO2;Sao Paulo CETESB;µg/m³;18.0;2017-10-13T12:00:00-03:00;Brazil
BR;Osasco;Osasco;-23.52672142, -46.79207766;NO2;Sao Paulo CETESB;µg/m³;67.0;2023-04-04T18:00:00-03:00;Brazil
BR;Osasco;Osasco;-23.52672142, -46.79207766;SO2;Sao Paulo CETESB;µg/m³;65.0;2023-04-05T12:00:00-03:00;Brazil
BR;São José dos Campos;S.José Campos-Jd.Satelite;-23.22364548, -45.8908;O3;Sao Paulo CETESB;µg/m³;41.0;2023-04-05T12:00:00-03:00;Brazil
BR;;Ribeirão Preto-Centro;-21.17706594, -47.81898767;CO;Sao Paulo;ppm;0.4;2017-10-27T15:00:00-03:00;Brazil
BR;;S.André-Paço Municipal;-23.6569942, -46.53091876;CO;Sao Paulo;ppm;1.2;2017-10-27T15:00:00-03:00;Brazil
BR;Rio de Janeiro;Pedra de Guaratiba;-23.0044, -43.6291;O3;rio-city-hall;µg/m³;114.26;2023-09-20T05:00:00-03:00;Brazil
BR;Rio de Janeiro;Tijuca;-22.9244, -43.2326;NO;rio-city-hall;µg/m³;1.12;2023-09-20T05:00:00-03:00;Brazil
BR;Campinas;Campinas-V.União;-22.94672842, -47.11928086;O3;Sao Paulo CETESB;µg/m³;84.0;2023-04-05T12:00:00-03:00;Brazil
BR;São Paulo;Itaquera;-23.58001483, -46.46665141;O3;Sao Paulo CETESB;µg/m³;90.0;2023-04-05T12:00:00-03:00;Brazil
BR;Carapicuíba;Carapicuíba;-23.53139503, -46.83577973;PM10;Sao Paulo CETESB;µg/m³;37.0;2023-04-05T12:00:00-03:00;Brazil
BR;Taubaté;Taubaté;-23.03235096, -45.57580502;SO2;Sao Paulo CETESB;µg/m³;1.0;2017-10-27T15:00:00-03:00;Brazil
BR;Osasco;Osasco;-23.52672142, -46.79207766;CO;Sao Paulo CETESB;ppm;0.6;2023-04-05T11:00:00-03:00;Brazil
BR;Rio Claro-Jd.Guanabara;Rio Claro-Jd.Guanabara;-22.43904378887939, -47.58147331085557;PM10;Sao Paulo CETESB;µg/m³;59.0;2023-04-05T12:00:00-03:00;Brazil
BR;Marília;Marília;-22.19980949, -49.95996975;O3;Sao Paulo CETESB;µg/m³;73.0;2023-04-05T12:00:00-03:00;Brazil
BR;;Taboão da Serra;-23.60932386, -46.75829437;NO2;Sao Paulo CETESB;µg/m³;69.0;2017-10-27T15:00:00-03:00;Brazil
BR;São Paulo;Marg.Tietê-Pte Remédios;-23.51870583, -46.74332004;NO2;Sao Paulo CETESB;µg/m³;32.0;2022-10-04T16:00:00-03:00;Brazil
BR;Piracicaba;Piracicaba;-22.70122234, -47.64965269;O3;Sao Paulo CETESB;µg/m³;75.0;2022-10-04T16:00:00-03:00;Brazil
BR;Campinas;Campinas-Taquaral;-22.87461894, -47.05897276;PM10;Sao Paulo CETESB;µg/m³;24.0;2023-04-05T12:00:00-03:00;Brazil
BR;Guaratinguetá;Guaratinguetá;-22.80191714, -45.19112236;PM2.5;Sao Paulo CETESB;µg/m³;17.0;2023-04-05T12:00:00-03:00;Brazil
BR;São Paulo;Interlagos;-23.68050765, -46.67504316;O3;Sao Paulo CETESB;µg/m³;82.0;2023-04-05T12:00:00-03:00;Brazil
BR;São Paulo;Cid.Universitária-USP-Ipen;-23.56634178, -46.73741428;O3;Sao Paulo CETESB;µg/m³;143.0;2023-04-05T12:00:00-03:00;Brazil
BR;Santos;Santos-Ponta da Praia;-23.98129516, -46.30050959;PM10;Sao Paulo CETESB;µg/m³;24.0;2023-04-05T12:00:00-03:00;Brazil
BR;;Cubatão-Centro;-23.87902673, -46.41848336;SO2;Sao Paulo CETESB;µg/m³;49.0;2022-07-29T01:00:00-03:00;Brazil
